# Switch — blawar/titledb (full title IDs)
01002d0015bfb003,Experience & CP x2 - Legend of Ixtona
01002d001a150000,Uzzuzzu My Pet
01002d100ef3a000,Vigil: The Longest Night
01002d200cf50000,Stray Cat Doors
01002d20103e0000,Tower of Babel - no mercy
01002d2011850000,Shovel Knight: Shovel of Hope
01002d20129ec000,Sakura In Gameland
01002d20129fc000,Beat Me!
01002d201b52a000,Sunshine Shuffle
01002d201f0ca000,HELLPIT 3D PLATFORMER
01002d2022fcc000,Strange Hunting Grounds
01002d202400c000,Cyber Car Seller Simulator
01002d20251b4000,My Tiny Island
01002d20287e0000,Pixel Blaster DX
01002d3007962000,Sundered: Eldritch Edition
01002d3019654000,7 Days of Rose
01002d4007ae0000,Mega Man Legacy Collection
01002d400ccf4000,Ivanych vs Eared Beast
01002d4011208000,Task Force Kampas
01002d4012222000,Ultra Hat Dimension
01002d4012bbc000,Pocket Circuit
01002d401d88c000,Wander Hero
01002d401f6d0000,Cybercube
01002d4023e52000,SUPER BOMBERMAN COLLECTION - Nintendo Switch 2 Edition
01002d5014eb4000,Dark Thrones
01002d501836e000,Josh Journey: Darkness Totems
01002d6019696000,Buddy Simulator 1984
01002d601adba000,RAIDOU Remastered: The Mystery of the Soulless Army
01002d601adbb001,Kuzunoha Village Trainings
01002d601adbb002,Demons of the Aril Rift
01002d601adbb003,Guest Demons Pack
01002d601adbb004,Demonic Designations: Summoner Titles
01002d601adbb005,A Special Briefing
01002d601adbb006,Raidou Glasses
01002d601adbb007,Skill Book Pack
01002d601adbb008,Survival Pack
01002d601adbb009,Survival Pack Light Gear
01002d601f6c6000,Keylocker | Turn Based Cyberpunk Action
01002d70049ca000,Machinarium
01002d702601a000,Spot the Cat
01002d702601b001,Cat's Stories
01002d8017b04000,Ashland Dossier
01002d900c5e4000,Uncanny Valley
01002d901cdb6000,Just Crow Things
01002d901fb66000,ChokoNana!
01002da013484000,The Legend of Zelda™: Skyward Sword HD
01002da020552000,Population Quiz
01002da021648000,Real Hentai 4
01002db007a96000,Legend of Kay Anniversary
01002db01abec000,The Ramsey
01002db01b6c0000,Spectrolite
01002db01f85e000,Death Noodle Delivery
01002db01fe20000,EGGCONSOLE ARGUICE NO TSUBASA PC-8801mkIISR
01002db0200e0000,Q2 HUMANITY
01002db021a1c000,Puzzle Adventures - Forest Animals
01002db022b16000,Special Warfare
01002db022b78000,Pardon My French Toast
01002db0242d8000,Titi Drop
01002db0242d9001,Titi Drop: City Date DLC
01002db0242d9002,Titi Drop: Picnic Date DLC
01002db0242d9003,Titi Drop: Hiking Date DLC
01002db025288000,Snapshot Girls
01002dc0156a8000,Red Wings: American Aces
01002dc0156a9001,Heavy Metal DLC
01002dc0156a9002,Legacy Skins DLC
01002dc01e184000,White Eternal
01002dc01f9d8000,El Panadero -The Baker-
01002dc027806000,The Fallen Kingdom
01002dc027a54000,Pixel Game Maker Series P-PAN
01002dd004972000,Sumer
01002dd004fac000,ACA NEOGEO WORLD HEROES
01002dd00af9e000,The Fall
01002dd015e34000,Chess Cartoons
01002dd016e50000,Capcom Fighting Collection
01002dd016e51001,Exclusive new illustrations & music remixes
01002dd01917c000,Cyber Velocity Run
01002dd01c85e000,L.O.L. Surprise! Roller Dreams Racing
01002dd01c950000,The Curse of Kudan
01002dd01db64000,Super Kart Mini Car Race
01002dd01dde6000,Caveman Ransom
01002dd0237bc000,Tamashika
01002dd026e0c000,Spot the Spy Guy
01002de00c250000,Children of Morta
01002de00c251001,Children of Morta: Paws and Claws
01002de00c251002,Children of Morta: Ancient Spirits
01002de00e5d0000,Metaloid: Origin
01002de01043e000,Stela
01002de018098000,Dropsy
01002de01b102000,Chef
01002de01c24e000,Samurai - Japan Warrior Fighter
01002de020684000,Hentai Paradise Vol. 4
01002de021132000,Cubic Run
01002de026100000,I Hate This Place
01002df00f76c000,SAMURAI SHODOWN
01002df00f76d065,SAMURAI SHODOWN: CHARACTER "RIMURURU"
01002df00f76d066,SAMURAI SHODOWN: CHARACTER "BASARA"
01002df00f76d067,SAMURAI SHODOWN: CHARACTER "KAZUKI"
01002df00f76d068,SAMURAI SHODOWN: CHARACTER "WAN-FU"
01002df00f76d069,SAMURAI SHODOWN: CHARACTER "MINA"
01002df00f76d06a,SAMURAI SHODOWN: CHARACTER "SOGETSU KAZAMA"
01002df00f76d06b,SAMURAI SHODOWN: CHARACTER "IROHA"
01002df00f76d06c,SAMURAI SHODOWN: CHARACTER "WARDEN"
01002df00f76d06d,SAMURAI SHODOWN: CHARACTER "CHAM CHAM"
01002df00f76d06e,SAMURAI SHODOWN: CHARACTER "HIBIKI TAKANE"
01002df00f76d06f,SAMURAI SHODOWN: CHARACTER "SHIRO TOKISADA AMAKUSA"
01002df00f76d070,SAMURAI SHODOWN: CHARACTER "BAIKEN"
01002df01599e000,Lovekami -Healing Harem-
01002df015a30000,Chasing Light
01002df01715c000,Celestian Tales
01002df01df94000,Football Simulator 2024
01002df020f76000,tiny Cats
01002df0223da000,Hentai Girls: Flight Crush
01002df025f38000,After School .LIVE – Mirror of Twilight
01002df026bea000,Jigsaw Realms: Villages
01002e00212e6000,9th Dawn Remake
01002e00217f2000,Arcade Archives PUNK SHOT
01002e0021bd4000,Jump YOU+
01002e1013c3e000,Katana Kata
01002e1017f7e000,Escape Game R00M
01002e1018fc2000,Elite Soldier Shooter
01002e101b50a000,Yatzi
01002e102563a000,Naughty Kittens
01002e2014158000,FINAL FANTASY III
01002e20204c4000,JankenUp!
01002e2023284000,Asfalia: Panic at the Mansion
01002e3018270000,Hell Blasters
01002e301c006000,3 minutes Mystery
01002e301c766000,Bingo
01002e30202e0000,MFC - Midnight Fight Club
01002e302204a000,Rusty Rangers
01002e3026e96000,EGGCONSOLE MARCHEN VEIL II PC-9801
01002e4011924000,Dininho Adventures
01002e4013eae000,Dice Legacy
01002e4013eaf001,Dice Legacy: Corrupted Fates
01002e401dcd0000,Negligee
01002e4021fb4000,Toad's Soul Hopper
01002e5008c56000,HAC-P-ALZUA
01002e500e3ee000,Chicken Rider
01002e501015a000,It came from space and ate our brains
01002e50129da000,Brightstone Mysteries: Paranormal Hotel
01002e501762c000,Trigonal
01002e5025e70000,Around the World 3: Amazing Countries Collector's Edition
01002e6013ed8000,Boom Blaster
01002e6014fc4000,O---O
01002e70032e8000,ACA NEOGEO BIG TOURNAMENT GOLF
01002e700afc4000,ACA NEOGEO ZUPAPA!
01002e700c366000,COCOON
01002e700f958000,Brunswick Pro Billiards
01002e7016c46000,Cult of the Lamb
01002e7016c47001,Cult of the Lamb - Cthulhu Follower Form
01002e7016c47002,Cult of the Lamb - Cultist Pack
01002e7016c47003,Cult of the Lamb - Heretic Pack
01002e7016c47004,Cult of the Lamb - Sinful Pack
01002e7016c47005,Cult of the Lamb - Pilgrim Pack
01002e800d44e000,Evil Inside
01002e801f2ca000,ELDRADOR® CREATURES SHADOWFALL
01002e900cd6e000,Left-Right : The Mansion
01002e900cf38000,Maid of Sker
01002e9014308000,Forestry - The Simulation
01002e9015f02000,Amelia's Diner
01002e90176f4000,Smash Star
01002e90191fa000,Overloop
01002e90223b0000,Airborne Justice
01002e90277de000,CRAYON MAGIC WORLD
01002ea00abba000,Oddworld: Stranger's Wrath
01002ea00abbb001,German Language Pack
01002ea00abbb002,French Language Pack
01002ea01945c000,AAA Clock 2
01002ea01945d001,Color Set 1
01002ea01945d002,Color Set 2
01002ea01945d003,Color Set 3
01002ea01945d004,Color Set 4
01002ea01945d005,Color Set 5
01002ea01945d006,Jelly Clock
01002ea01945d007,Vulca Clock
01002ea01a674000,Gematombe
01002ea01bf1e000,Ralph and the Blue Ball
01002ea01d434000,Breakout Birdie Adventure
01002ea0235da000,Century of Anticipation
01002eb007d3a000,Star Ghost
01002eb010146000,Color.Motif Deluxe
01002eb019792000,Arcade Archives MYSTIC WARRIORS
01002eb01a784000,Forest Crash Party
01002ec009aee000,Super Arcade Soccer
01002ec011da6000,My Bewitching Perfume
01002ec014bca000,IdolDays
01002ec020a9a000,Sinvers on Wheels
01002ec02771e000,Risky Roads
01002ed00acc0000,DEADBOLT
01002ed00b01c000,Moto Racer 4
01002ed01dcaa000,MainFrames
01002ed01f61a000,EGGCONSOLE SEILANE PC-8801mkIISR
01002ed01f686000,The Backrooms: Survival
01002ed025dd8000,Geisha's Heart: Romance Among the Cherry Blossoms
01002ee00dc02000,Railway Empire - Nintendo Switch™ Edition
01002ee00dc03001,Great Britain & Ireland
01002ee00dc03002,Germany
01002ee00dc03003,France
01002ee00dc03004,Northern Europe
01002ee00dc03007,Japan
01002ee00f48c000,夕鬼 零 Yuoni: Rises
01002ee0151c0000,Lost Lands: Mistakes of the Past
01002ee015ed4000,Casino Roulette Royal
01002ee01ef1c000,Galaxy Mania
01002ef013734000,Kolumno
01002ef014da2000,GRISAIA PHANTOM TRIGGER 07
01002ef01a316000,Brotato - Nintendo Switch™ 2 Edition
01002ef01a317001,Brotato: Abyssal Terrors
01002ef01b3be000,Bee in The Valley
01002ef0274d8000,Squid Survival Simulator
01002f00100a2000,Arcade Archives Bells & Whistles
01002f0011dd4000,HARDCORE MECHA
01002f0011dd5001,DLC Pack【Fighter Pass】
01002f0011dd5002,Shepherd Jäger & Morris
01002f0011dd5003,Graeme & Vulphaes
01002f0011dd5004,Thunderbolt Otome
01002f0011dd5005,Mecha Painting Set 1
01002f0011dd5006,Pilot Pack 1
01002f0011dd5007,Gurren Lagann
01002f0011dd5008,Art Gallery
01002f0016aa8000,Birushana: Rising Flower of Genpei
01002f002652e000,SpotCat vs The Cheddar Mafia In The Americas
01002f1005f3c000,Away: Journey To The Unexpected
01002f101340c000,Persona®5 Strikers Bonus Content
01002f101353a000,Classic Logical Bundle (4in1)
01002f1017988000,Dr. Oil
01002f1017df4000,Super Woden GP
01002f102076a000,Pour cappuccino 1000
01002f1027898000,Time Kings: Modern War in Medieval Age
01002f2014984000,Push-Ups Workout
01002f20193c6000,Venba
01002f201acd2000,Japanese NEKOSAMA Games The Outlaws
01002f201ddc0000,Wira & Taksa: Against the Master of Gravity
01002f300ac18000,bloxiq
01002f300d2c6000,Arcade Archives Ninja Spirit
01002f300d9ce000,Distrust
01002f302054a000,Floor Plan Puzzle (Red Room Simulator)
01002f4011a8e000,Animal Fun for Toddlers and Kids
01002f401d3c4000,Bio Block
01002f401ff7e000,PIYO PUZZ - piyokoro×puzzle -
01002f5012864000,Tales from the Dragon Mountain 2: The Lair
01002f5016892000,.dog
01002f501b66c000,Zombie Apocalypse: Survival Stories
01002f5026efc000,Motorhome: Traveling North America 3 Collector's Edition
01002f600c684000,Fight of Gods
01002f6011d12000,Retro Tanks
01002f601fa7c000,Lost Pixel
01002f6020c78000,Arcade Archives VS. FAMILY TENNIS
01002f7013224000,Rune Factory 5
01002f70132250c9,Rune Factory 4 Marriage Candidates Outfit Set
01002f70132250ca,The Elf and the Hidden Royal Lineage Swimsuit Set + New Ranger Care Package Item Pack
01002f70132250cb,The Marionette and the Glorious Horse Swimsuit Set + New Ranger Care Package Item Pack
01002f70132250cc,The Young Proprietress and the Dwarf Swimsuit Set + New Ranger Care Package Item Pack
01002f70132250cd,Famous Butlers Swimsuit Set + New Ranger Care Package Item Pack
01002f70132250ce,The Resplendent Butterfly and the Priest Swimsuit Set + New Ranger Care Package Item Pack
01002f70132250cf,The Holy Knight and the Bibliophile Swimsuit Set + New Ranger Care Package Item Pack
01002f70132250d0,Rune Factory Outfits: Raguna and Mist
01002f70132250d1,Rune Factory 2 Outfits: Kyle and Mana
01002f70132250d2,Rune Factory 3 Outfits: Micah and Shara
01002f70156fa000,HIX: Puzzle Islands
01002f701576a000,Shark Pinball
01002f800fd12000,Strange Telephone
01002f80186d6000,The Pinball Wizard
01002f801bea8000,Highway Moto Racing Rush 2023 Simulator
01002f801bea9001,Highway Moto Racing Rush 2023 Simulator - Grip Upgrade DLC
01002f802096c000,School Paranormal Laboratory
01002f8021110000,911: Prey
01002f8021872000,Portal Balls
01002f9014542000,Hashiriya Drifter-Car Racing,Drift,Drag Online Multiplayer Simulator Games Driving Sim.
01002f901c0ce000,Shashingo: Learn Japanese with Photography
01002f901c0cf001,Additional Camera Filters
01002f901f62a000,Parkour Bullet Frenzy - FPS, Physics, Slowmotion
01002f9024e76000,The Wolf and the Blood Moon／オオカミと赤い満月
01002fa00de72000,BDSM: Big Drunk Satanic Massacre
01002fa014514000,Horned Knight
01002fa017db4000,A Boy and His Blob Retro Collection
01002fb013b8e000,The Dealer Simulator
01002fb016784000,DUSK '82
01002fb0197f8000,LASERPITIUM
01002fb01a6ec000,Animals Names
01002fb01b55a000,Supfly Delivery Simulator
01002fb025f7a000,Red Cape Knight
01002fc00412c000,Little Nightmares Complete Edition
01002fc00412d001,Little Nightmares - Fox Mask
01002fc00412d002,Little Nightmares - Tengu Mask
01002fc00b694000,Fill-a-Pix: Phil's Epic Adventure Demo
01002fc00c6d0000,Witch Thief
01002fc010240000,Axiom Verge 2
01002fc01ea56000,The Cat
01002fc02463c000,Shinobi Samurai
01002fd01191a000,Glass Masquerade Double Pack
01002fd017dde000,Color Breakers
01002fd01a24c000,Agatha Christie - Hercule Poirot: The London Case
01002fd021dc4000,Foto Boy: A New Job
01002ff008c24000,RingFit Adventure
01002ff00f460000,Warhammer Quest 2: The End Times
01003000097fe000,Arcade Archives MOON PATROL
0100300012f2a000,Advance Wars™ 1+2: Re-Boot Camp
0100300016400000,Pool Puzzles
010030001ed18000,The Ouroboros King
010030001ee62000,Temirana: The Lucky Princess and the Tragic Knights
01003000209c4000,Cat Clean Ocean
01003000276e4000,Dreamin' Her
010030200ec42000,Mega Mall Story 2
0100302023574000,Nightshade Mysteries Eternal Moon Collector's Edition
0100302024130000,Arcade Archives SCRAMBLED EGG
01003030161dc000,Monomals
010030301abc2000,Hatsune Miku - The Planet Of Wonder And Fragments Of Wishes
0100304019eb6000,HELLO KITTY AND FRIENDS HAPPINESS PARADE
0100304020446000,Air Hunter
01003040214ea000,Masked Devourer
0100304027592000,Urban Jungle
0100304027593001,Urban Jungle: Brother's Wedding Story
010030501ae80000,Survivor - Castaway Island
010030600e65a000,Detective Dolittle
010030601f1da000,Glyphs of Gitzan
0100307004b4c000,Flinthook
010030700cbbc000,The friends of Ringo Ishikawa
0100307011c44000,Yuppie Psycho: Executive Edition
01003070146fe000,Astria Ascending
01003070146ff001,Astria Ascending - Cosmetic Weapon Set
0100307014a08000,Demoniaca: Everlasting Night
0100307018934000,SIGNALIS
0100307019438000,LEGEND BOWL
010030701976e000,- Isekai Bride Hunting - 異世界娘と婚活中 Chartier Edition
010030701f114000,Devil Girl
010030800841a000,Moorhuhn Knights & Castles
010030800bc36000,Collidalot
0100308013768000,The Explorer of Night
01003080234f2000,Sounos' Curse
010030900d9a6000,Super Crush KO
0100309016e7a000,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles
0100309016e7b001,Character Unlock Key (Kimetsu Academy Tanjiro Kamado)
0100309016e7b002,Character Unlock Key (Kimetsu Academy Nezuko Kamado, Kimetsu Academy Zenitsu Agatsuma, Kimetsu Academy Inosuke Hashibira)
0100309016e7b005,Tengen Uzui Character Pack
0100309016e7b006,Nezuko Kamado (Advanced Demon Form) Character Pack
0100309016e7b007,Tanjiro Kamado (Entertainment District) Character Pack
0100309016e7b008,Zenitsu Agatsuma (Entertainment District) Character Pack
0100309016e7b009,Inosuke Hashibira (Entertainment District) Character Pack
0100309016e7b00a,Daki Character Pack
0100309016e7b00b,Gyutaro Character Pack
0100309017dfc000,Zombie Survivors
010030901980a000,12 Labours of Hercules VI: Race for Olympus
010030901fec8000,Slot & Learn HIRAGANA
0100309020d80000,Carrier Deck
010030a006f6e000,Light Fall
010030a00da3a000,Root Letter: Last Answer
010030a01243e000,Poker Hands
010030a01b686000,subpar pool
010030b005cb2000,Action Arcade Wrestling
010030b00b2f6000,OK K.O.! Let’s Play Heroes
010030b00c316000,Planescape: Torment and Icewind Dale: Enhanced Editions
010030b00c317001,International Voice Pack
010030b00c370000,Tanks Meet Zombies
010030b01dc52000,Constance
010030b01dfca000,Twisty Pals
010030b0235d8000,Death Mask
010030b0289bc000,Gods With Guns
010030c017e4c000,Blackguards 2
010030c0209ea000,Garten of Banban 6
010030d004f34000,Draw a Stickman: EPIC 2
010030d005ae6000,Pokkén Tournament™ DX Demo
010030d00d960000,Theatre Tales
010030d00ea1c000,Sparkle 4 Tales
010030d010d66000,Chess Minimal
010030d012ff6000,Bus Driver Simulator
010030e017c6c000,Words With Freds
010030e01be1c000,The Myth Seekers: The Legacy of Vulcan
010030f008730000,ACA NEOGEO REAL BOUT FATAL FURY
010030f00ca1e000,Vaporum
010030f015c8c000,Smoots Golf
010030f01a63a000,Sclash
010030f01a882000,The Garden Path
010030f01ab56000,Green Soldiers Heroes
010030f02465e000,Alphadia III
010030f02465f001,Experience x3 - Alphadia III
010030f02465f002,ENP x3 - Alphadia III
010030f02465f003,Experience & ENP x2 - Alphadia III
010030f02465f004,Damage x2 - Alphadia III
010030f025c30000,Hidden Cats in Istanbul
010031001638a000,Frog Hop
0100310025dee000,Amazing Maze
0100310026000000,Judero
010031002678c000,Double Trouble: Sexy Adventure
010031101a490000,Phantom Breaker: Battle Grounds Ultimate
010031101a491001,PBBGU - Physical Launch Edition DLC [NA]
010031101a491002,Phantom Breaker: Battle Grounds Ultimate - KAHO DLC
010031101d400000,Shantae Advance: Risky Revolution
010031101d401001,Shantae Advance: Risky Revolution - Deluxe Edition Costumes
010031200981c000,Grid Mania
010031200b94c000,My Friend Pedro
010031200e044000,Two Point Hospital™
010031200e045001,Two Point Hospital: Close Encounters
010031200e045002,Two Point Hospital: Exhibition Items Pack
010031200e045003,Two Point Hospital: Retro Items Pack
010031200e045004,Two Point Hospital: Off the Grid
010031200e045005,Two Point Hospital Bonus Campus Items
010031201307a000,Warhammer Age of Sigmar: Storm Ground
010031201307b001,Warhammer Age of Sigmar: Storm Ground - Spoils of War Weapon Pack
0100312015c1a000,Secret Kiss is Sweet and Tender
010031201d620000,Neon Drifter - Cyber Racing
010031201e3a6000,The Dawning Clocks of Time Remake
010031201f93c000,Monument: Invasion
010031300f666000,Heart of the Woods
0100313014ce6000,Pippu - Bauble Quest
0100313017cf4000,Spingram
010031301a08a000,Arcade Archives TURBO FORCE
01003140174ba000,Ye OLDE Cribbage Club: A Later Daters Game
0100314018b04000,Fragment's Note+
0100314020f82000,Trash Punk & Knights and Guns Black Friday Pack
01003140213ce000,Box Chaos
0100314023338000,ESCAPE BACKROOMS: DARKNESS HORROR
0100314023339001,ESCAPE BACKROOMS: DARKNESS HORROR CHARACTER REPLICAS
0100314023339002,ESCAPE BACKROOMS: DARKNESS HORROR NEW TRACKS
0100314024a8c000,Rookie Basketball Shoots
010031402633e000,Inhuman Resources: A Literary Machination
010031501ab20000,Madness Brutal Fighting - Mortal Fight Battle Attack Multiplayer
010031501ef2c000,Matsutake Game
010031502193a000,Kingdom Shell
010031600acf4000,Path to Mnemosyne
010031601eb7c000,Who Needs a Hero?
0100316020030000,Backrooms: Partygoers
0100316022a9c000,AnimalDon!
0100317013770000,MARIO + RABBIDS SPARKS OF HOPE
0100317013771001,Galactic Prestige Bundle
0100317013771002,Mario + Rabbids® Sparks of Hope: Megabug Collection Weapon Skins Pack
0100317013771005,Mario + Rabbids® Sparks of Hope - DLC 1: The Tower of Doooom
0100317013771006,Mario + Rabbids® Sparks of Hope DLC 2: The Last Spark Hunter
0100317013771007,Mario + Rabbids® Sparks of Hope DLC 3: Rayman in the Phantom Show
0100317014b7c000,Bomb Rush Cyberfunk
0100317014b7d001,Bomb Rush Cyberfunk DLC - Base & Jay
0100317021b50000,Boomerang of Destruction
0100317022174000,Lush Forest
0100317022faa000,Arcade Archives Super Dimension Fortress MACROSS II
0100318020fe2000,Destino Indomable
010031900f66e000,Rally Road - Crashy Car Racing
010031901c19e000,LiartaniumOS - Operating System
010031901d9e2000,Toree's Panic Pack
01003190255f4000,Fida Puti Samurai
010031a00bc9e000,EXTREME POKER
010031a0135ca000,Leisure Suit Larry - Wet Dreams Dry Twice
010031a018e8c000,Artsy Pixel
010031a019cd2000,Hana Awase New Moon -Iroha Volume-
010031b00a4e8000,West of Loathing
010031b00a4e9001,Reckonin' at Gun Manor
010031b00c48c000,Invisible, Inc. Nintendo Switch Edition
010031b00cf66000,Devil Engine
010031b00cf67001,Devil Engine Ignition
010031b00db34000,the Knight & the Dragon
010031b012254000,Everyday♪ Today's MENU for EMIYA Family
010031b012255001,Everyday♪ Today's MENU for EMIYA Family Lancer Scenario Pack
010031b0145b4000,Road 96
010031b0145b8000,INSTANT SPORTS TENNIS
010031b018a00000,PROJECT : KNIGHT™ 2 Dusk of Souls
010031b018f68000,RUNOUT
010031b01d6fe000,Basketball Arcade
010031b01e682000,Little Red Riding Hood: Wonder Animals
010031b0288a4000,Love Island: Forbidden Girls Temptation
010031c0110f6000,Rocket Rabbit - Coin Race
010031c017c40000,Niko and the Cubic Curse
010031c01ecdc000,Gran Carismo
010031c01f410000,planetarian: Snow Globe
010031c021086000,BODYCAM Shooter
010031d00a604000,Songbringer
010031d00a605001,Songbringer: The Trial Of Ren
010031d00ea96000,Classic Games Collection Vol.1
010031d00ea97001,Classic Games Collection Vol.1 DLC#1 - Classic Holiday Spirit
010031d012ba4000,Azurebreak Heroes
010031d013a4e000,Happy Game
010031d015f06000,Death Park 2
010031d01970a000,Link The Cubes
010031d01e738000,Tongue Tale
010031d026bd0000,Legacy of Kain: Ascendance
010031e00ea24000,Under the Jolly Roger
010031e00ea25001,Jade Sea
010031e00ea25002,Pirate City
010031e00f6ae000,Chop is Dish
010031e01627e000,Mercenaries Rebirth: Call of the Wild Lynx
010031e01dbb6000,Contraptions Collection
010031f002b66000,Mr. Shifty
010031f006e76000,Pato Box
010031f00b246000,Everything
010031f0143ae000,Dairoku: Agents of Sakuratani
010031f015c98000,Easy Flight Simulator
010031f019294000,Super Monkey Ball Banana Rumble
